ZZXP;AGR;ARC;AGRDESC;AGRDESCen;DESC;DESCen;PR1;Q1;PR2;Q2;PR3;Q3;PR4;Q4;PR5;Q5
6893;X7325;LTV845S;LITEON DC-Optokoppler mit Darl.-Trans.-A;LITEON DC Optocouplers with Darl. Trans.;4xOptok-Darl 5kV 35V 80mA >600% SMD16;4xOptoc.-Darl 5kV 35V 80mA >600% SMD16;83,5;100;71,5;300;65,5;750;62,5;1500;59,5;3000
6894;X7325;LTV352T-SMD;LITEON DC-Optokoppler mit Darl.-Trans.-A;LITEON DC Optocouplers with Darl. Trans.;Optok-Darl 3,75kV 300V 150mA >1000% MFP4;Optoc.-Darl 3,75kV 300V 150mA >1000% MFP;16,8;100;14,2;300;12,9;750;12,3;1500;11,7;3000
6895;X7325;LTV355T-SMD;LITEON DC-Optokoppler mit Darl.-Trans.-A;LITEON DC Optocouplers with Darl. Trans.;Optok-Darl 3,75kV 35V 80mA >600% MFP4;Optoc.-Darl 3,75kV 35V 80mA >600% MFP4;14,95;100;12,65;300;11,5;750;11;1500;10,5;3000
6896;X7435;LTV814;LITEON AC-Optokoppler mit Trans.-Ausgang;LITEON AC Optocouplers with Trans. Outpu;Optok-AC 5kV 35V 50mA >20% DIP4;Optoc.-AC 5kV 35V 50mA >20% DIP4;10,4;100;8,8;300;8;750;7,65;1500;7,3;3000
6897;X7435;LTV814S;LITEON AC-Optokoppler mit Trans.-Ausgang;LITEON AC Optocouplers with Trans. Outpu;Optok-AC 5kV 35V 50mA >20% SMD4;Optoc.-AC 5kV 35V 50mA >20% SMD4;11,3;100;9,5;300;8,6;750;8,2;1500;7,8;3000
6898;X8275;TLP172GAM;Toshiba Fotovoltaik-Relais mit MOSFET-Au;Toshiba Photovoltaic Relays with MOSFET;MOSFET-Fotorel 3,75kV 400V 0,11A MFP4;MOSFET Photo Rel. 3,75kV 400V 0,11A MFP4;0;10;0;50;0;200;0;500;0;1000
6899;D1123;CH6080470K;Miniatur-Festinduktivitäten Serie CH6080;Fixed Inductors Series CH6080;Minidrossel 47uH 1100mA 7,5x11mm;Inductor Radial 47uH 1100mA 7,5x11mm;16;50;12;300;10;1000;9,39;3000;8,77;5000
6900;W2535;LTST-C150KGKT;LITEON SMD-Leuchtdioden diffus/klar 1206;LITEON SMD Light-Emitting Diodes diffuse;SMD-LED grün 35mcd 130° 1206;SMD-LED Green 35mcd 130° 1206;5,7;100;3,3;500;2,7;3000;2,57;6000;2,45;12000
6901;W2765;LTW-E670DS;LITEON SMD-Leuchtdioden diffus ultrahell;LITEON SMD Light-Emitting Diodes diffuse;SMD-LED weiß 2900mcd 120° PLCC;SMD-LED White 2900mcd 120° PLCC;11,6;100;9,2;500;8,6;2000;8,2;6000;7,8;10000
6902;W6885;VGG322403-7UFLWE;EVERVISION LCD-Grafikmodule TFT farbig;EVERVISION LCD-Graphics-Modules TFT colo;TFT 320x240 FullCol. 5,7inch;TFT 320x240 FullCol. 5,7inch;93;1;79;2;72;5;69,5;10;67;20
6903;W6886;VGG804806-6UFLWB;EVERVISION LCD-Grafikmodule TFT farbig +;EVERVISION LCD-Graphics-Modules TFT colo;TFT 800x480 FullCol. 7,0inch +TP;TFT 800x480 FullCol. 7,0inch +TP;163,4;1;138,2;2;125,6;5;121,5;10;117,4;20
6904;W2437;LTST-C170KFKT;LITEON SMD-Leuchtdioden diffus/klar 0805;LITEON SMD Light-Emitting Diodes diffuse;SMD-LED orange 60mcd 130° 0805;SMD-LED Orange 60mcd 130° 0805;6,4;100;4;500;3,4;3000;3,25;6000;3,1;12000
6905;W3362;LTS4801E;LITEON 7-Segment-LED-Displays 1 Digit 10;LITEON 7-Segment LED-Displays 1 Digit 10;7Seg 10mm CA orange 2,2mcd;7Seg 10mm CA Orange 2,2mcd;47;36;37;108;32;360;30,5;720;29;1440
6906;W3364;LTS547AE;LITEON 7-Segment-LED-Displays 1 Digit 13;LITEON 7-Segment LED-Displays 1 Digit 13;7Seg 13,2mm CC orange 2mcd;7Seg 13,2mm CC Orange 2mcd;46;40;36;120;31;400;29,5;800;28;1600
6907;W3364;LTS547AG;LITEON 7-Segment-LED-Displays 1 Digit 13;LITEON 7-Segment LED-Displays 1 Digit 13;7Seg 13,2mm CC grün 2,2mcd;7Seg 13,2mm CC Green 2,2mcd;46;40;36;120;31;400;29,5;800;28;1600
6908;X7225;LTV827S;LITEON DC-Optokoppler mit Trans.-Ausgang;LITEON DC Optocouplers with Trans. Outpu;2xOptok 5kV 35V 50mA >50% SMD8;2xOptoc. 5kV 35V 50mA >50% SMD8;15,2;100;12,9;300;11,75;750;11,2;1500;10,65;3000
6909;D9802;12-XXS-28.636300E;SiT8008BI MEMs Oszillatoren 20-29,9MHz;SiT8008BI MEMs Oscillators 20-29,9MHz;SMD-MEMS Osz 2,5x2,0 28,6363MHz;SMD MEMS Osc 2,5x2,0 28,6363MHz;1,26;5;1;25;0,87;100;0,83;250;0,79;500
6910;D9800;12-XXS-1.000000E;SiT8008BI MEMs Oszillatoren 1-9,9MHz;SiT8008BI MEMs Oscillators 1-9,9MHz;SMD-MEMS Osz 2,5x2,0 1MHz;SMD MEMS Osc 2,5x2,0 1MHz;1,26;5;1;25;0,87;100;0,83;250;0,79;500
6911;D9800;12-XXS-1.005000E;SiT8008BI MEMs Oszillatoren 1-9,9MHz;SiT8008BI MEMs Oscillators 1-9,9MHz;SMD-MEMS Osz 2,5x2,0 1,005MHz;SMD MEMS Osc 2,5x2,0 1,005MHz;1,26;5;1;25;0,87;100;0,83;250;0,79;500
6912;D9800;12-XXS-1.024000E;SiT8008BI MEMs Oszillatoren 1-9,9MHz;SiT8008BI MEMs Oscillators 1-9,9MHz;SMD-MEMS Osz 2,5x2,0 1,024MHz;SMD MEMS Osc 2,5x2,0 1,024MHz;1,26;5;1;25;0,87;100;0,83;250;0,79;500
6913;D9800;12-XXS-1.228800E;SiT8008BI MEMs Oszillatoren 1-9,9MHz;SiT8008BI MEMs Oscillators 1-9,9MHz;SMD-MEMS Osz 2,5x2,0 1,2288MHz;SMD MEMS Osc 2,5x2,0 1,2288MHz;1,26;5;1;25;0,87;100;0,83;250;0,79;500
6914;D9800;12-XXS-1.544000E;SiT8008BI MEMs Oszillatoren 1-9,9MHz;SiT8008BI MEMs Oscillators 1-9,9MHz;SMD-MEMS Osz 2,5x2,0 1,544MHz;SMD MEMS Osc 2,5x2,0 1,544MHz;1,26;5;1;25;0,87;100;0,83;250;0,79;500
6915;D9800;12-XXS-1.638400E;SiT8008BI MEMs Oszillatoren 1-9,9MHz;SiT8008BI MEMs Oscillators 1-9,9MHz;SMD-MEMS Osz 2,5x2,0 1,6384MHz;SMD MEMS Osc 2,5x2,0 1,6384MHz;1,26;5;1;25;0,87;100;0,83;250;0,79;500
6916;D9800;12-XXS-1.800000E;SiT8008BI MEMs Oszillatoren 1-9,9MHz;SiT8008BI MEMs Oscillators 1-9,9MHz;SMD-MEMS Osz 2,5x2,0 1,8MHz;SMD MEMS Osc 2,5x2,0 1,8MHz;1,26;5;1;25;0,87;100;0,83;250;0,79;500
6917;D9800;12-XXS-1.843200E;SiT8008BI MEMs Oszillatoren 1-9,9MHz;SiT8008BI MEMs Oscillators 1-9,9MHz;SMD-MEMS Osz 2,5x2,0 1,8432MHz;SMD MEMS Osc 2,5x2,0 1,8432MHz;1,26;5;1;25;0,87;100;0,83;250;0,79;500
6918;D9800;12-XXS-1.966080E;SiT8008BI MEMs Oszillatoren 1-9,9MHz;SiT8008BI MEMs Oscillators 1-9,9MHz;SMD-MEMS Osz 2,5x2,0 1,96608MHz;SMD MEMS Osc 2,5x2,0 1,96608MHz;1,26;5;1;25;0,87;100;0,83;250;0,79;500
6919;D9801;12-XXS-10.244000E;SiT8008BI MEMs Oszillatoren 10-19,9MHz;SiT8008BI MEMs Oscillators 10-19,9MHz;SMD-MEMS Osz 2,5x2,0 10,244MHz;SMD MEMS Osc 2,5x2,0 10,244MHz;1,26;5;1;25;0,87;100;0,83;250;0,79;500
6920;D9801;12-XXS-10.519000E;SiT8008BI MEMs Oszillatoren 10-19,9MHz;SiT8008BI MEMs Oscillators 10-19,9MHz;SMD-MEMS Osz 2,5x2,0 10,519MHz;SMD MEMS Osc 2,5x2,0 10,519MHz;1,26;5;1;25;0,87;100;0,83;250;0,79;500
6921;D9801;12-XXS-10.800000E;SiT8008BI MEMs Oszillatoren 10-19,9MHz;SiT8008BI MEMs Oscillators 10-19,9MHz;SMD-MEMS Osz 2,5x2,0 10,8MHz;SMD MEMS Osc 2,5x2,0 10,8MHz;1,26;5;1;25;0,87;100;0,83;250;0,79;500
6922;D9810;12-XXS-106.250000E;SiT8008BI MEMs Oszillatoren 100-109,9MHz;SiT8008BI MEMs Oscillators 100-109,9MHz;SMD-MEMS Osz 2,5x2,0 106,25MHz;SMD MEMS Osc 2,5x2,0 106,25MHz;1,56;5;1,24;25;1,08;100;1,03;250;0,98;500
6923;D9810;12-XXS-106.600000E;SiT8008BI MEMs Oszillatoren 100-109,9MHz;SiT8008BI MEMs Oscillators 100-109,9MHz;SMD-MEMS Osz 2,5x2,0 106,6MHz;SMD MEMS Osc 2,5x2,0 106,6MHz;1,56;5;1,24;25;1,08;100;1,03;250;0,98;500
6924;D9810;12-XXS-108.000000E;SiT8008BI MEMs Oszillatoren 100-109,9MHz;SiT8008BI MEMs Oscillators 100-109,9MHz;SMD-MEMS Osz 2,5x2,0 108MHz;SMD MEMS Osc 2,5x2,0 108MHz;1,56;5;1,24;25;1,08;100;1,03;250;0,98;500
6925;D9810;12-XXS-108.002500E;SiT8008BI MEMs Oszillatoren 100-109,9MHz;SiT8008BI MEMs Oscillators 100-109,9MHz;SMD-MEMS Osz 2,5x2,0 108,0025MHz;SMD MEMS Osc 2,5x2,0 108,0025MHz;1,56;5;1,24;25;1,08;100;1,03;250;0,98;500
6926;D9810;12-XXS-109.557500E;SiT8008BI MEMs Oszillatoren 100-109,9MHz;SiT8008BI MEMs Oscillators 100-109,9MHz;SMD-MEMS Osz 2,5x2,0 109,5575MHz;SMD MEMS Osc 2,5x2,0 109,5575MHz;1,56;5;1,24;25;1,08;100;1,03;250;0,98;500
6927;D9801;12-XXS-11.059200E;SiT8008BI MEMs Oszillatoren 10-19,9MHz;SiT8008BI MEMs Oscillators 10-19,9MHz;SMD-MEMS Osz 2,5x2,0 11,0592MHz;SMD MEMS Osc 2,5x2,0 11,0592MHz;1,26;5;1;25;0,87;100;0,83;250;0,79;500
6928;D9801;12-XXS-11.100000E;SiT8008BI MEMs Oszillatoren 10-19,9MHz;SiT8008BI MEMs Oscillators 10-19,9MHz;SMD-MEMS Osz 2,5x2,0 11,1MHz;SMD MEMS Osc 2,5x2,0 11,1MHz;1,26;5;1;25;0,87;100;0,83;250;0,79;500
6929;D9801;12-XXS-11.289600E;SiT8008BI MEMs Oszillatoren 10-19,9MHz;SiT8008BI MEMs Oscillators 10-19,9MHz;SMD-MEMS Osz 2,5x2,0 11,2896MHz;SMD MEMS Osc 2,5x2,0 11,2896MHz;1,26;5;1;25;0,87;100;0,83;250;0,79;500
6930;D9801;12-XXS-11.945000E;SiT8008BI MEMs Oszillatoren 10-19,9MHz;SiT8008BI MEMs Oscillators 10-19,9MHz;SMD-MEMS Osz 2,5x2,0 11,945MHz;SMD MEMS Osc 2,5x2,0 11,945MHz;1,26;5;1;25;0,87;100;0,83;250;0,79;500
6931;D9801;12-XXS-12.300000E;SiT8008BI MEMs Oszillatoren 10-19,9MHz;SiT8008BI MEMs Oscillators 10-19,9MHz;SMD-MEMS Osz 2,5x2,0 12,3MHz;SMD MEMS Osc 2,5x2,0 12,3MHz;1,26;5;1;25;0,87;100;0,83;250;0,79;500
6932;D9801;12-XXS-12.500000E;SiT8008BI MEMs Oszillatoren 10-19,9MHz;SiT8008BI MEMs Oscillators 10-19,9MHz;SMD-MEMS Osz 2,5x2,0 12,5MHz;SMD MEMS Osc 2,5x2,0 12,5MHz;1,26;5;1;25;0,87;100;0,83;250;0,79;500
6933;D9801;12-XXS-12.800000E;SiT8008BI MEMs Oszillatoren 10-19,9MHz;SiT8008BI MEMs Oscillators 10-19,9MHz;SMD-MEMS Osz 2,5x2,0 12,8MHz;SMD MEMS Osc 2,5x2,0 12,8MHz;1,26;5;1;25;0,87;100;0,83;250;0,79;500
6934;D9801;12-XXS-13.000000E;SiT8008BI MEMs Oszillatoren 10-19,9MHz;SiT8008BI MEMs Oscillators 10-19,9MHz;SMD-MEMS Osz 2,5x2,0 13MHz;SMD MEMS Osc 2,5x2,0 13MHz;1,26;5;1;25;0,87;100;0,83;250;0,79;500
6935;D9801;12-XXS-13.225625E;SiT8008BI MEMs Oszillatoren 10-19,9MHz;SiT8008BI MEMs Oscillators 10-19,9MHz;SMD-MEMS Osz 2,5x2,0 13,225625MHz;SMD MEMS Osc 2,5x2,0 13,225625MHz;1,26;5;1;25;0,87;100;0,83;250;0,79;500
6936;D9801;12-XXS-13.333000E;SiT8008BI MEMs Oszillatoren 10-19,9MHz;SiT8008BI MEMs Oscillators 10-19,9MHz;SMD-MEMS Osz 2,5x2,0 13,333MHz;SMD MEMS Osc 2,5x2,0 13,333MHz;1,26;5;1;25;0,87;100;0,83;250;0,79;500
6937;D9801;12-XXS-13.500000E;SiT8008BI MEMs Oszillatoren 10-19,9MHz;SiT8008BI MEMs Oscillators 10-19,9MHz;SMD-MEMS Osz 2,5x2,0 13,5MHz;SMD MEMS Osc 2,5x2,0 13,5MHz;1,26;5;1;25;0,87;100;0,83;250;0,79;500
6938;D9801;12-XXS-13.560000E;SiT8008BI MEMs Oszillatoren 10-19,9MHz;SiT8008BI MEMs Oscillators 10-19,9MHz;SMD-MEMS Osz 2,5x2,0 13,56MHz;SMD MEMS Osc 2,5x2,0 13,56MHz;1,26;5;1;25;0,87;100;0,83;250;0,79;500
6939;D9801;12-XXS-13.912220E;SiT8008BI MEMs Oszillatoren 10-19,9MHz;SiT8008BI MEMs Oscillators 10-19,9MHz;SMD-MEMS Osz 2,5x2,0 13,91222MHz;SMD MEMS Osc 2,5x2,0 13,91222MHz;1,26;5;1;25;0,87;100;0,83;250;0,79;500
6940;D9801;12-XXS-14.000000E;SiT8008BI MEMs Oszillatoren 10-19,9MHz;SiT8008BI MEMs Oscillators 10-19,9MHz;SMD-MEMS Osz 2,5x2,0 14MHz;SMD MEMS Osc 2,5x2,0 14MHz;1,26;5;1;25;0,87;100;0,83;250;0,79;500
6941;D9801;12-XXS-14.318000E;SiT8008BI MEMs Oszillatoren 10-19,9MHz;SiT8008BI MEMs Oscillators 10-19,9MHz;SMD-MEMS Osz 2,5x2,0 14,318MHz;SMD MEMS Osc 2,5x2,0 14,318MHz;1,26;5;1;25;0,87;100;0,83;250;0,79;500
6942;D9801;12-XXS-14.318180E;SiT8008BI MEMs Oszillatoren 10-19,9MHz;SiT8008BI MEMs Oscillators 10-19,9MHz;SMD-MEMS Osz 2,5x2,0 14,31818MHz;SMD MEMS Osc 2,5x2,0 14,31818MHz;1,26;5;1;25;0,87;100;0,83;250;0,79;500
6943;D9801;12-XXS-14.318181E;SiT8008BI MEMs Oszillatoren 10-19,9MHz;SiT8008BI MEMs Oscillators 10-19,9MHz;SMD-MEMS Osz 2,5x2,0 14,318181MHz;SMD MEMS Osc 2,5x2,0 14,318181MHz;1,26;5;1;25;0,87;100;0,83;250;0,79;500
6944;D9801;12-XXS-14.640000E;SiT8008BI MEMs Oszillatoren 10-19,9MHz;SiT8008BI MEMs Oscillators 10-19,9MHz;SMD-MEMS Osz 2,5x2,0 14,64MHz;SMD MEMS Osc 2,5x2,0 14,64MHz;1,26;5;1;25;0,87;100;0,83;250;0,79;500
6945;D9801;12-XXS-15.000000E;SiT8008BI MEMs Oszillatoren 10-19,9MHz;SiT8008BI MEMs Oscillators 10-19,9MHz;SMD-MEMS Osz 2,5x2,0 15MHz;SMD MEMS Osc 2,5x2,0 15MHz;1,26;5;1;25;0,87;100;0,83;250;0,79;500
6946;D9801;12-XXS-15.360000E;SiT8008BI MEMs Oszillatoren 10-19,9MHz;SiT8008BI MEMs Oscillators 10-19,9MHz;SMD-MEMS Osz 2,5x2,0 15,36MHz;SMD MEMS Osc 2,5x2,0 15,36MHz;1,26;5;1;25;0,87;100;0,83;250;0,79;500
6947;D9801;12-XXS-15.700000E;SiT8008BI MEMs Oszillatoren 10-19,9MHz;SiT8008BI MEMs Oscillators 10-19,9MHz;SMD-MEMS Osz 2,5x2,0 15,7MHz;SMD MEMS Osc 2,5x2,0 15,7MHz;1,26;5;1;25;0,87;100;0,83;250;0,79;500
6948;D9801;12-XXS-15.728640E;SiT8008BI MEMs Oszillatoren 10-19,9MHz;SiT8008BI MEMs Oscillators 10-19,9MHz;SMD-MEMS Osz 2,5x2,0 15,72864MHz;SMD MEMS Osc 2,5x2,0 15,72864MHz;1,26;5;1;25;0,87;100;0,83;250;0,79;500
6949;D9801;12-XXS-16.097200E;SiT8008BI MEMs Oszillatoren 10-19,9MHz;SiT8008BI MEMs Oscillators 10-19,9MHz;SMD-MEMS Osz 2,5x2,0 16,0972MHz;SMD MEMS Osc 2,5x2,0 16,0972MHz;1,26;5;1;25;0,87;100;0,83;250;0,79;500
6950;D9801;12-XXS-16.384000E;SiT8008BI MEMs Oszillatoren 10-19,9MHz;SiT8008BI MEMs Oscillators 10-19,9MHz;SMD-MEMS Osz 2,5x2,0 16,384MHz;SMD MEMS Osc 2,5x2,0 16,384MHz;1,26;5;1;25;0,87;100;0,83;250;0,79;500
6951;D9801;12-XXS-16.500000E;SiT8008BI MEMs Oszillatoren 10-19,9MHz;SiT8008BI MEMs Oscillators 10-19,9MHz;SMD-MEMS Osz 2,5x2,0 16,5MHz;SMD MEMS Osc 2,5x2,0 16,5MHz;1,26;5;1;25;0,87;100;0,83;250;0,79;500
6952;D9801;12-XXS-16.600000E;SiT8008BI MEMs Oszillatoren 10-19,9MHz;SiT8008BI MEMs Oscillators 10-19,9MHz;SMD-MEMS Osz 2,5x2,0 16,6MHz;SMD MEMS Osc 2,5x2,0 16,6MHz;1,26;5;1;25;0,87;100;0,83;250;0,79;500
6953;D9801;12-XXS-16.608000E;SiT8008BI MEMs Oszillatoren 10-19,9MHz;SiT8008BI MEMs Oscillators 10-19,9MHz;SMD-MEMS Osz 2,5x2,0 16,608MHz;SMD MEMS Osc 2,5x2,0 16,608MHz;1,26;5;1;25;0,87;100;0,83;250;0,79;500
6954;D9801;12-XXS-16.666666E;SiT8008BI MEMs Oszillatoren 10-19,9MHz;SiT8008BI MEMs Oscillators 10-19,9MHz;SMD-MEMS Osz 2,5x2,0 16,666666MHz;SMD MEMS Osc 2,5x2,0 16,666666MHz;1,26;5;1;25;0,87;100;0,83;250;0,79;500
6955;D9801;12-XXS-16.666700E;SiT8008BI MEMs Oszillatoren 10-19,9MHz;SiT8008BI MEMs Oscillators 10-19,9MHz;SMD-MEMS Osz 2,5x2,0 16,6667MHz;SMD MEMS Osc 2,5x2,0 16,6667MHz;1,26;5;1;25;0,87;100;0,83;250;0,79;500
6956;D9801;12-XXS-16.667000E;SiT8008BI MEMs Oszillatoren 10-19,9MHz;SiT8008BI MEMs Oscillators 10-19,9MHz;SMD-MEMS Osz 2,5x2,0 16,667MHz;SMD MEMS Osc 2,5x2,0 16,667MHz;1,26;5;1;25;0,87;100;0,83;250;0,79;500
6957;D9801;12-XXS-16.670000E;SiT8008BI MEMs Oszillatoren 10-19,9MHz;SiT8008BI MEMs Oscillators 10-19,9MHz;SMD-MEMS Osz 2,5x2,0 16,67MHz;SMD MEMS Osc 2,5x2,0 16,67MHz;1,26;5;1;25;0,87;100;0,83;250;0,79;500
6958;D9801;12-XXS-16.777216E;SiT8008BI MEMs Oszillatoren 10-19,9MHz;SiT8008BI MEMs Oscillators 10-19,9MHz;SMD-MEMS Osz 2,5x2,0 16,777216MHz;SMD MEMS Osc 2,5x2,0 16,777216MHz;1,26;5;1;25;0,87;100;0,83;250;0,79;500
6959;D9801;12-XXS-17.170600E;SiT8008BI MEMs Oszillatoren 10-19,9MHz;SiT8008BI MEMs Oscillators 10-19,9MHz;SMD-MEMS Osz 2,5x2,0 17,1706MHz;SMD MEMS Osc 2,5x2,0 17,1706MHz;1,26;5;1;25;0,87;100;0,83;250;0,79;500
6960;D9801;12-XXS-17.611776E;SiT8008BI MEMs Oszillatoren 10-19,9MHz;SiT8008BI MEMs Oscillators 10-19,9MHz;SMD-MEMS Osz 2,5x2,0 17,611776MHz;SMD MEMS Osc 2,5x2,0 17,611776MHz;1,26;5;1;25;0,87;100;0,83;250;0,79;500
6961;D9801;12-XXS-17.734470E;SiT8008BI MEMs Oszillatoren 10-19,9MHz;SiT8008BI MEMs Oscillators 10-19,9MHz;SMD-MEMS Osz 2,5x2,0 17,73447MHz;SMD MEMS Osc 2,5x2,0 17,73447MHz;1,26;5;1;25;0,87;100;0,83;250;0,79;500
6962;D9801;12-XXS-18.000000E;SiT8008BI MEMs Oszillatoren 10-19,9MHz;SiT8008BI MEMs Oscillators 10-19,9MHz;SMD-MEMS Osz 2,5x2,0 18MHz;SMD MEMS Osc 2,5x2,0 18MHz;1,26;5;1;25;0,87;100;0,83;250;0,79;500
6963;D9801;12-XXS-18.100000E;SiT8008BI MEMs Oszillatoren 10-19,9MHz;SiT8008BI MEMs Oscillators 10-19,9MHz;SMD-MEMS Osz 2,5x2,0 18,1MHz;SMD MEMS Osc 2,5x2,0 18,1MHz;1,26;5;1;25;0,87;100;0,83;250;0,79;500
6964;D9801;12-XXS-18.331111E;SiT8008BI MEMs Oszillatoren 10-19,9MHz;SiT8008BI MEMs Oscillators 10-19,9MHz;SMD-MEMS Osz 2,5x2,0 18,331111MHz;SMD MEMS Osc 2,5x2,0 18,331111MHz;1,26;5;1;25;0,87;100;0,83;250;0,79;500
6965;D9801;12-XXS-18.432000E;SiT8008BI MEMs Oszillatoren 10-19,9MHz;SiT8008BI MEMs Oscillators 10-19,9MHz;SMD-MEMS Osz 2,5x2,0 18,432MHz;SMD MEMS Osc 2,5x2,0 18,432MHz;1,26;5;1;25;0,87;100;0,83;250;0,79;500
6966;D9801;12-XXS-18.440000E;SiT8008BI MEMs Oszillatoren 10-19,9MHz;SiT8008BI MEMs Oscillators 10-19,9MHz;SMD-MEMS Osz 2,5x2,0 18,44MHz;SMD MEMS Osc 2,5x2,0 18,44MHz;1,26;5;1;25;0,87;100;0,83;250;0,79;500
6967;D9801;12-XXS-19.430842E;SiT8008BI MEMs Oszillatoren 10-19,9MHz;SiT8008BI MEMs Oscillators 10-19,9MHz;SMD-MEMS Osz 2,5x2,0 19,430842MHz;SMD MEMS Osc 2,5x2,0 19,430842MHz;1,26;5;1;25;0,87;100;0,83;250;0,79;500
6968;D9801;12-XXS-19.440000E;SiT8008BI MEMs Oszillatoren 10-19,9MHz;SiT8008BI MEMs Oscillators 10-19,9MHz;SMD-MEMS Osz 2,5x2,0 19,44MHz;SMD MEMS Osc 2,5x2,0 19,44MHz;1,26;5;1;25;0,87;100;0,83;250;0,79;500
6969;D9800;12-XXS-2.000000E;SiT8008BI MEMs Oszillatoren 1-9,9MHz;SiT8008BI MEMs Oscillators 1-9,9MHz;SMD-MEMS Osz 2,5x2,0 2MHz;SMD MEMS Osc 2,5x2,0 2MHz;1,26;5;1;25;0,87;100;0,83;250;0,79;500
6970;D9800;12-XXS-2.048000E;SiT8008BI MEMs Oszillatoren 1-9,9MHz;SiT8008BI MEMs Oscillators 1-9,9MHz;SMD-MEMS Osz 2,5x2,0 2,048MHz;SMD MEMS Osc 2,5x2,0 2,048MHz;1,26;5;1;25;0,87;100;0,83;250;0,79;500
6971;D9800;12-XXS-2.097000E;SiT8008BI MEMs Oszillatoren 1-9,9MHz;SiT8008BI MEMs Oscillators 1-9,9MHz;SMD-MEMS Osz 2,5x2,0 2,097MHz;SMD MEMS Osc 2,5x2,0 2,097MHz;1,26;5;1;25;0,87;100;0,83;250;0,79;500
6972;D9800;12-XXS-2.097152E;SiT8008BI MEMs Oszillatoren 1-9,9MHz;SiT8008BI MEMs Oscillators 1-9,9MHz;SMD-MEMS Osz 2,5x2,0 2,097152MHz;SMD MEMS Osc 2,5x2,0 2,097152MHz;1,26;5;1;25;0,87;100;0,83;250;0,79;500
6973;D9800;12-XXS-2.221184E;SiT8008BI MEMs Oszillatoren 1-9,9MHz;SiT8008BI MEMs Oscillators 1-9,9MHz;SMD-MEMS Osz 2,5x2,0 2,221184MHz;SMD MEMS Osc 2,5x2,0 2,221184MHz;1,26;5;1;25;0,87;100;0,83;250;0,79;500
6974;D9800;12-XXS-2.457600E;SiT8008BI MEMs Oszillatoren 1-9,9MHz;SiT8008BI MEMs Oscillators 1-9,9MHz;SMD-MEMS Osz 2,5x2,0 2,4576MHz;SMD MEMS Osc 2,5x2,0 2,4576MHz;1,26;5;1;25;0,87;100;0,83;250;0,79;500
6975;D9800;12-XXS-2.500000E;SiT8008BI MEMs Oszillatoren 1-9,9MHz;SiT8008BI MEMs Oscillators 1-9,9MHz;SMD-MEMS Osz 2,5x2,0 2,5MHz;SMD MEMS Osc 2,5x2,0 2,5MHz;1,26;5;1;25;0,87;100;0,83;250;0,79;500
6976;D9802;12-XXS-20.750000E;SiT8008BI MEMs Oszillatoren 20-29,9MHz;SiT8008BI MEMs Oscillators 20-29,9MHz;SMD-MEMS Osz 2,5x2,0 20,75MHz;SMD MEMS Osc 2,5x2,0 20,75MHz;1,26;5;1;25;0,87;100;0,83;250;0,79;500
6977;D9802;12-XXS-20.945000E;SiT8008BI MEMs Oszillatoren 20-29,9MHz;SiT8008BI MEMs Oscillators 20-29,9MHz;SMD-MEMS Osz 2,5x2,0 20,945MHz;SMD MEMS Osc 2,5x2,0 20,945MHz;1,26;5;1;25;0,87;100;0,83;250;0,79;500
6978;D9802;12-XXS-21.474837E;SiT8008BI MEMs Oszillatoren 20-29,9MHz;SiT8008BI MEMs Oscillators 20-29,9MHz;SMD-MEMS Osz 2,5x2,0 21,474837MHz;SMD MEMS Osc 2,5x2,0 21,474837MHz;1,26;5;1;25;0,87;100;0,83;250;0,79;500
6979;D9802;12-XXS-22.000000E;SiT8008BI MEMs Oszillatoren 20-29,9MHz;SiT8008BI MEMs Oscillators 20-29,9MHz;SMD-MEMS Osz 2,5x2,0 22MHz;SMD MEMS Osc 2,5x2,0 22MHz;1,26;5;1;25;0,87;100;0,83;250;0,79;500
6980;D9802;12-XXS-22.118400E;SiT8008BI MEMs Oszillatoren 20-29,9MHz;SiT8008BI MEMs Oscillators 20-29,9MHz;SMD-MEMS Osz 2,5x2,0 22,1184MHz;SMD MEMS Osc 2,5x2,0 22,1184MHz;1,26;5;1;25;0,87;100;0,83;250;0,79;500
6981;D9802;12-XXS-22.288000E;SiT8008BI MEMs Oszillatoren 20-29,9MHz;SiT8008BI MEMs Oscillators 20-29,9MHz;SMD-MEMS Osz 2,5x2,0 22,288MHz;SMD MEMS Osc 2,5x2,0 22,288MHz;1,26;5;1;25;0,87;100;0,83;250;0,79;500
6982;D9802;12-XXS-22.579200E;SiT8008BI MEMs Oszillatoren 20-29,9MHz;SiT8008BI MEMs Oscillators 20-29,9MHz;SMD-MEMS Osz 2,5x2,0 22,5792MHz;SMD MEMS Osc 2,5x2,0 22,5792MHz;1,26;5;1;25;0,87;100;0,83;250;0,79;500
6983;D9802;12-XXS-23.304200E;SiT8008BI MEMs Oszillatoren 20-29,9MHz;SiT8008BI MEMs Oscillators 20-29,9MHz;SMD-MEMS Osz 2,5x2,0 23,3042MHz;SMD MEMS Osc 2,5x2,0 23,3042MHz;1,26;5;1;25;0,87;100;0,83;250;0,79;500
